,centrocosto,financiadortipo,financiador,tipoimputacion,imputacion,importeimp,fechacobro,tipofactura,factura,fechaemision,importe,fechaentrega
99,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PATRONES DE CABOTAJE DE RIOS Y PUER,RECX2  ,5379,71823,1/14/2020,FACA2  ,2225,11/27/2019,72560,12/17/2019
219,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DE RELOJEROS, JOYEROS Y AFINES        ",RECX2  ,5476,780638.97,1/23/2020,FACB2  ,6575,11/27/2019,431442,12/17/2019
491,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERS. DE DIRECC. DE LA IND. DEL PETROLEO,RECX2  ,5562,15870,2/4/2020,FACA2  ,2216,11/25/2019,15870,12/17/2019
641,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL UP DEL PERSONAL CIVIL DE LA NACION    ,RECX2  ,5672,2977055.7,2/19/2020,FAECA  ,69,12/11/2019,3321412.7,12/17/2019
1413,Seguridad Social y Privados,PROVINCIA,MINISTERIO DE SALUD DE LA PAMPA                   ,RECX2  ,6254,446398.33,5/29/2020,FACB2  ,6567,11/27/2019,296869.33,12/17/2019
1529,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DEL PAPEL, CARTON Y QUIMI",RECX2  ,6240,501531.15,5/29/2020,FACB2  ,6560,11/26/2019,201586.15,12/17/2019
1861,Seguridad Social y Privados,MEDICINA PREPAGA,BRISTOL MEDICINE  SRL                             ,RECX2  ,6424,24442,6/30/2020,FACA2  ,2232,11/29/2019,25094,12/17/2019
2751,Seguridad Social y Privados,PROVINCIA,MINISTERIO DE SALUD DE LA PAMPA                   ,RECX2  ,6845,32631.34,8/25/2020,FACB2  ,6635,12/4/2019,186985.93,12/17/2019
173,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE SEGUROS                            ,RECX2  ,5462,148146,1/22/2020,FAECA  ,71,12/12/2019,148898,12/16/2019
5,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DOCENTES PARTICULARES              ,RECX2  ,5327,499,1/3/2020,FACB2  ,6830,12/23/2019,499,12/14/2019
7,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DOCENTES PARTICULARES              ,RECX2  ,5329,20858,1/3/2020,FACB2  ,6344,10/28/2019,20858,12/14/2019
460,Seguridad Social y Privados,OS NACIONAL,O.S. DE LOS TRABAJ. DE LAS EMPRESAS DE ELECTRICIDA,RECX2  ,5539,322718.57,1/29/2020,FACB2  ,6537,11/25/2019,322718.57,12/13/2019
515,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE AGUAS,GASEOSAS Y AFINE",RECX2  ,5564,94430,2/4/2020,FACA2  ,2193,11/13/2019,106608,12/13/2019
788,Seguridad Social y Privados,OS NACIONAL,O. S. CONDUCT. DE TRANS. DE COLECTIVO DE PASAJEROS,RECX2  ,5735,1520433.15,2/28/2020,FACB2  ,6506,11/21/2019,1520433.15,12/13/2019
953,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE OBREROS Y EMPLEADOS TINTOREROS SOMB,RECX2  ,5873,1145,3/19/2020,FACB2  ,6536,11/25/2019,115101.38,12/13/2019
955,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE OBREROS Y EMPLEADOS TINTOREROS SOMB,RECX2  ,5892,113956.38,3/19/2020,FACB2  ,6536,11/25/2019,115101.38,12/13/2019
1409,Seguridad Social y Privados,OS NACIONAL,O.S. DE AGENTES DE PROPAGANDA MEDICA DE LA REP. AR,RECX2  ,6194,88665,5/29/2020,FACA2  ,2214,11/25/2019,30158,12/13/2019
3023,Seguridad Social y Privados,OS NACIONAL,OS DEL PERS DIRECTIVO DE LA IND DE LA CONSTRUCCION,RECX2  ,7022,99814,9/8/2020,FACA2  ,2186,11/11/2019,99814,12/13/2019
4086,Seguridad Social y Privados,OS NACIONAL,DIRECCION DE O. S. DEL SERVICIO PENITENCIARIO FED.,RECX2  ,7588,117293,10/29/2020,FACB2  ,6585,11/27/2019,117293,12/13/2019
131,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CONDUCTORES CAMIONEROS Y PERSONAL D,RECX2  ,5397,51866,1/15/2020,FACB2  ,6563,11/26/2019,52464,12/12/2019
144,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE GUINCHEROS Y MAQUINISTAS DE GRUAS M,RECX2  ,5411,111101,1/16/2020,FACB2  ,6606,11/28/2019,33843,12/12/2019
149,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CAPATACES Y ESTIBADORES PORTUARIOS ,RECX2  ,5422,119580,1/17/2020,FACB2  ,6527,11/22/2019,128015,12/12/2019
446,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS ,RECX2  ,5520,2852650.91,1/29/2020,FACA2  ,2210,11/22/2019,3019953.81,12/12/2019
463,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. ADM. Y TECN. DE LA CONSTRUCC. Y AFI,RECX2  ,5519,182494.85,1/29/2020,FACB2  ,6505,11/21/2019,209333.85,12/12/2019
564,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD PERFUMIST,RECX2  ,5630,135283.63,2/11/2020,FACB2  ,6574,11/27/2019,135283.63,12/12/2019
567,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PETROLEROS                         ,RECX2  ,5642,47974.18,2/11/2020,FACA2  ,2228,11/28/2019,47974.18,12/12/2019
568,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE FEDERAC SIND DE LA IND QUI PETRO,RECX2  ,5622,137894.76,2/11/2020,FACB2  ,6462,11/13/2019,137894.76,12/12/2019
579,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS ,RECX2  ,5627,10209,2/11/2020,FACA2  ,2210,11/22/2019,3019953.81,12/12/2019
584,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION       ,RECX2  ,5621,13102,2/11/2020,FACA2  ,2233,11/29/2019,13102,12/12/2019
591,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL PERSONAL CARGA Y DESCARGA             ,RECX2  ,5608,154068.97,2/11/2020,FACB2  ,6496,11/20/2019,154068.97,12/12/2019
597,Seguridad Social y Privados,OS NACIONAL,O. S. DE LA UNION OBRERA METALURGICA DE LA REP. AR,RECX2  ,5611,3453317.61,2/11/2020,FACB2  ,6613,11/29/2019,3491287.61,12/12/2019
599,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE ACTORES                            ,RECX2  ,5639,72699,2/11/2020,FACB2  ,6559,11/26/2019,74135,12/12/2019
666,Seguridad Social y Privados,NO DEFINIDA,POLICIA FEDERAL ARGENTINA                         ,RECX2  ,5702,31366.1,2/20/2020,FACB2  ,6460,11/13/2019,31366.1,12/12/2019
670,Seguridad Social y Privados,NO DEFINIDA,POLICIA FEDERAL ARGENTINA                         ,RECX2  ,5704,19532,2/20/2020,FACB2  ,6603,11/28/2019,19532,12/12/2019
756,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERSONAL DE LA INDUSTRIA DEL PLASTICO    ,RECX2  ,5726,642190.38,2/26/2020,FACB2  ,6507,11/21/2019,654624.37,12/12/2019
1251,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE VIAJANTES VENDEDORES DE LA REPUBLIC,RECX2  ,6058,39555,4/30/2020,FACA2  ,2226,11/28/2019,39555,12/12/2019
1764,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERSONAL DE LA INDUSTRIA DEL FIBROCEMENTO,RECX2  ,6362,1231084.56,6/23/2020,FACA2  ,2206,11/20/2019,1231084.56,12/12/2019
1800,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE MAESTRANZA            ,RECX2  ,6379,1734388.02,6/26/2020,FACB2  ,6618,11/29/2019,14658,12/12/2019
2285,Seguridad Social y Privados,OS NACIONAL,O.S. DEL PERS. DE LAS TELECOMUNICAC. DE LA REP. AR,RECX2  ,6677,238410.21,8/3/2020,FACA2  ,2223,11/27/2019,141560,12/12/2019
6,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DOCENTES PARTICULARES              ,RECX2  ,5328,715473.83,1/3/2020,FACB2  ,6535,11/25/2019,742735.83,12/11/2019
135,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE BOXEADORES AGREMIADOS DE LA REP ARG,RECX2  ,5389,1977156.04,1/15/2020,FACB2  ,6523,11/22/2019,1590773.5,12/11/2019
151,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE SERENOS DE BUQUES                  ,RECX2  ,5421,93139.99,1/17/2020,FACB2  ,6533,11/25/2019,565217.39,12/11/2019
176,Seguridad Social y Privados,PROVINCIA,SECRETARIA DE SALUD DE CHUBUT SISTEMA PROVINCIAL D,RECX2  ,5456,29348,1/22/2020,FACB2  ,6599,11/28/2019,29348,12/11/2019
547,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,5598,57421,2/7/2020,FACB2  ,6594,11/28/2019,65676,12/11/2019
548,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVID,RECX2  ,5599,18209621.7,2/7/2020,FACB2  ,6598,11/28/2019,23674522.5,12/11/2019
607,Seguridad Social y Privados,OS NACIONAL,O. S.  PARA EL PERS MUNICIPAL DE TRES DE FEBRERO  ,RECX2  ,5653,100306,2/13/2020,FACA2  ,2188,11/11/2019,102791,12/11/2019
622,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CONDUCTORES DE REMISES Y AUTOS AL I,RECX2  ,5663,32098.47,2/17/2020,FACB2  ,6540,11/25/2019,32098.47,12/11/2019
750,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE CABA Y GRAN BA,RECX2  ,5721,2918830.32,2/26/2020,FACB2  ,6610,11/29/2019,3150277.79,12/11/2019
755,Seguridad Social y Privados,MEDICINA PREPAGA,ENSALUD S.A.                                      ,RECX2  ,5720,100640.7,2/26/2020,FAECA  ,67,12/9/2019,102278,12/11/2019
779,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA IND. DE LA ALIMENTACION  ,RECX2  ,5748,538808.24,2/28/2020,FACB2  ,6439,11/11/2019,539460.24,12/11/2019
1164,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LADRILLER,RECX2  ,6087,1163533.05,4/30/2020,FACB2  ,6549,11/25/2019,498463.5,12/11/2019
1234,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL SINDICATO DE MECANICOS Y AFINES DE,RECX2  ,6061,1887996.18,4/30/2020,FACA2  ,2205,11/20/2019,1899770.18,12/11/2019
1450,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS DE DESPACHANTES DE ADUANA,RECX2  ,6220,555921.37,5/29/2020,FACB2  ,6577,11/27/2019,721763.58,12/11/2019
1601,Seguridad Social y Privados,OS NACIONAL,ACCION SOCIAL DE EMPRESARIOS                      ,RECX2  ,6286,18427,6/10/2020,FACA2  ,2227,11/28/2019,18427,12/11/2019
105,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD LUIS PASTEU,RECX2  ,5400,37972,1/15/2020,FACA2  ,2219,11/26/2019,38817,12/10/2019
170,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LOS HIPODROMOS DE BUEN,RECX2  ,5449,33522,1/22/2020,FACB2  ,6355,10/29/2019,34127,12/10/2019
174,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LOS HIPODROMOS DE BUEN,RECX2  ,5450,39480.37,1/22/2020,FACB2  ,6516,11/21/2019,44348.37,12/10/2019
193,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL COOPERATIVA LIMITADA DE ASISTENCIA MED,RECX2  ,5460,11639,1/22/2020,FACA2  ,2217,11/25/2019,11639,12/10/2019
203,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE DIRECCION                          ,RECX2  ,5441,51499,1/22/2020,FACB2  ,6498,11/20/2019,51499,12/10/2019
404,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE TECNICOS DE VUELO DE LINEAS AEREAS ,RECX2  ,5491,125419.7,1/28/2020,FACB2  ,6437,11/11/2019,134023,12/10/2019
448,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE LA CERAMICA, SANITARIO",RECX2  ,5525,93518.05,1/29/2020,FACB2  ,6551,11/25/2019,93518.05,12/10/2019
556,Seguridad Social y Privados,CONSULADO,CAJA NOTARIAL COMPLEMENTARIA DE SEGURIDAD SOCIAL  ,RECX2  ,5638,45214.54,2/11/2020,FACB2  ,6660,12/5/2019,46030.54,12/10/2019
577,Seguridad Social y Privados,NO DEFINIDA,COLEGIO DE ESCRIBANOS                             ,RECX2  ,5637,4862,2/11/2020,FACB2  ,6641,12/4/2019,5140,12/10/2019
616,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,5659,549268.61,2/14/2020,FACB2  ,6510,11/21/2019,2292376.96,12/10/2019
621,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CALZA,RECX2  ,5658,353441.32,2/14/2020,FACB2  ,6385,10/31/2019,399999.65,12/10/2019
751,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CALZA,RECX2  ,5725,337873.67,2/26/2020,FACB2  ,6531,11/22/2019,677461.34,12/10/2019
753,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CALZA,RECX2  ,5724,337873.67,2/26/2020,FACB2  ,6531,11/22/2019,677461.34,12/10/2019
754,Seguridad Social y Privados,MEDICINA PREPAGA,ENSALUD S.A.                                      ,RECX2  ,5719,46757,2/26/2020,FACA2  ,2189,11/11/2019,46757,12/10/2019
763,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,5755,1500000,2/28/2020,FACB2  ,6510,11/21/2019,2292376.96,12/10/2019
782,Seguridad Social y Privados,OS NACIONAL,O.S. DE LA ASOC. CIVIL PROSIND. AMAS DE CASA REP. ,RECX2  ,5750,248982,2/28/2020,FACB2  ,6534,11/25/2019,248982,12/10/2019
783,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA IND. CINEMATOGRAFICA     ,RECX2  ,5744,30711.6,2/28/2020,FACB2  ,6589,11/28/2019,30711.6,12/10/2019
999,Seguridad Social y Privados,MUTUAL,MUTUAL FEDERADA 25 DE JUNIO S.P.R.                ,RECX2  ,5927,11125,3/30/2020,FACB2  ,6652,12/4/2019,11125,12/10/2019
1099,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,5992,5.00E+05,4/22/2020,FACB2  ,6510,11/21/2019,2292376.96,12/10/2019
1144,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,6032,5.00E+05,4/30/2020,FACB2  ,6510,11/21/2019,2292376.96,12/10/2019
1146,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,RECX2  ,6047,5.00E+05,4/30/2020,FACB2  ,6510,11/21/2019,2292376.96,12/10/2019
1184,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE MAESTRANZA            ,RECX2  ,6068,2.00E+06,4/30/2020,FACB2  ,6553,11/26/2019,3326642.26,12/10/2019
1815,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERS. DE LA INDUSTRIA DEL CUERO Y AFINES,RECX2  ,6401,459327.7,6/26/2020,FACB2  ,6593,11/28/2019,150132.5,12/10/2019
162,Seguridad Social y Privados,OS NACIONAL,OBRA SOC.DE MINISTROS SECRETARIOS Y SUBSECRETARIOS,RECX2  ,5432,134648.36,1/21/2020,FACB2  ,6557,11/26/2019,139706.36,12/9/2019
100,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL SUPERIOR MERCEDES BENZ AR,RECX2  ,5374,414340.28,1/14/2020,FACB2  ,6490,11/19/2019,414889.28,12/6/2019
182,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECC,RECX2  ,5438,27770,1/22/2020,FACA2  ,2180,10/27/2019,27770,12/5/2019
198,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PEONES DE TAXIS DE CAPITAL FEDERAL ,RECX2  ,5459,1106595.35,1/22/2020,FACB2  ,6503,11/20/2019,1346398.93,12/5/2019
461,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PEONES DE TAXIS DE CAPITAL FEDERAL ,RECX2  ,5513,23509,1/29/2020,FACB2  ,6503,11/20/2019,1346398.93,12/5/2019
482,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL ENCARGADOS APUNTADORES MARITIMOS      ,RECX2  ,5548,44585,1/31/2020,FACB2  ,6477,11/15/2019,199037.21,12/5/2019
585,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION       ,RECX2  ,5631,5277718.81,2/11/2020,FACA2  ,2215,11/25/2019,5835812.21,12/5/2019
631,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE FARMACIA              ,RECX2  ,5665,711639.42,2/17/2020,FACB2  ,6341,10/28/2019,133278.59,12/5/2019
657,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL FERROVIARIA                           ,RECX2  ,5682,230143.35,2/19/2020,FACB2  ,6529,11/22/2019,230143.35,12/5/2019
699,Seguridad Social y Privados,OS NACIONAL,O. S. DEL PERSONAL DE LA INDUSTRIA DEL CHACINADOS ,RECX2  ,5694,154931.53,2/20/2020,FACB2  ,6512,11/21/2019,96031.96,12/5/2019
798,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y,RECX2  ,5767,1298025.27,3/5/2020,FACB2  ,6501,11/20/2019,1206778,12/5/2019
812,Seguridad Social y Privados,OS NACIONAL,O.S. DE CAPITANES DE ULTRAMAR Y OFIC. DE MARINA ME,RECX2  ,5784,90969,3/6/2020,FACB2  ,6478,11/15/2019,95837,12/4/2019
1330,Seguridad Social y Privados,OS NACIONAL,O. S. DE LA CONFED. DE OBREROS Y EMP. MUNIC. ARG. ,RECX2  ,6148,302469.99,5/20/2020,FACB2  ,6500,11/20/2019,302469.99,12/4/2019
4144,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL LADRILLERO               ,RECX2  ,7617,1015010.82,11/3/2020,FACB2  ,6463,11/13/2019,544100.44,12/4/2019
11,Seguridad Social y Privados,MEDICINA PREPAGA,VITAS S.A. PRESTACIONES MEDICAS PRIVADAS          ,RECX2  ,5335,18025.51,1/6/2020,FACA2  ,2213,11/22/2019,18583,12/3/2019
26,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE DIRECCION DE LA INDUST,RECX2  ,5352,9781,1/10/2020,FACB2  ,6479,11/15/2019,26158,12/3/2019
185,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS TEXTILES Y AFINES        ,RECX2  ,5467,125798,1/22/2020,FACB2  ,6546,11/25/2019,121881,12/3/2019
200,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL ,RECX2  ,5469,19596.78,1/22/2020,FACB2  ,6322,10/27/2019,19596.78,12/3/2019
233,Seguridad Social y Privados,OS NACIONAL,O.S. PERS DE EDIF DE RENTA Y HOR DE LA REP ARG    ,RECX2  ,5487,918,1/27/2020,FACB2  ,6524,11/22/2019,388613.72,12/3/2019
440,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS          ,RECX2  ,5515,715724.43,1/29/2020,FACB2  ,6519,11/21/2019,716119.43,12/3/2019
484,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA PUBLICIDAD         ,RECX2  ,5558,81313.97,2/3/2020,FACA2  ,2209,11/21/2019,81313.97,12/3/2019
566,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE VENDEDORES AMBULANTES DE LA REPUBLI,RECX2  ,5615,93388,2/11/2020,FACB2  ,6458,11/13/2019,189232,12/3/2019
619,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD CERVECERA,RECX2  ,5657,671011.3,2/14/2020,FACB2  ,6306,10/24/2019,356751.41,12/3/2019
704,Seguridad Social y Privados,OS PROVINCIAL,OBRA SOCIAL DE EMPLEADOS PUBLICOS DE CATAMARCA    ,RECX2  ,5700,20263,2/20/2020,FACB2  ,6482,11/15/2019,21421,12/3/2019
841,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PETROLEO Y GAS PRIVADO            ,RECX2  ,5787,159147,3/9/2020,FACB2  ,6497,11/20/2019,58213,12/3/2019
860,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA,RECX2  ,5804,617446.84,3/10/2020,FACB2  ,6307,10/24/2019,906569.84,12/3/2019
865,Seguridad Social y Privados,OS NACIONAL,"O.S. DE EMPRESARIOS, PROFES. Y MONOTRIBUTISTAS    ",RECX2  ,5823,756229.5,3/11/2020,FACA2  ,2207,11/21/2019,1322958.16,12/3/2019
1183,Seguridad Social y Privados,OS PROVINCIAL,INSTITUTO AUTARQUICO PROV. OS. SOC. DE SANTA FE   ,RECX2  ,6041,46280.64,4/30/2020,FACB2  ,6547,11/25/2019,364795.69,12/3/2019
714,Seguridad Social y Privados,OS NACIONAL,FEDERACION DE CAMARAS Y CENTROS COMERCIALES ZONALE,RECX2  ,5711,1398291.36,2/21/2020,FACB2  ,6491,11/19/2019,1463539.9,12/2/2019
1134,INCLUIR,NINGUNO,AGENCIA NACIONAL DE DISCAPACIDAD                  ,RECX2  ,6023,9356850,4/24/2020,FACB2  ,6621,12/2/2019,18713700,12/2/2019
1137,INCLUIR,NINGUNO,AGENCIA NACIONAL DE DISCAPACIDAD                  ,RECX2  ,6024,9356850,4/24/2020,FACB2  ,6621,12/2/2019,18713700,12/2/2019
184,Seguridad Social y Privados,MEDICINA PREPAGA,MEDIFE                                            ,RECX2  ,5440,52925,1/22/2020,FACA2  ,2198,11/14/2019,52925,11/29/2019
1069,Seguridad Social y Privados,PROGRAMA PROVINCIAL,PROFE TIERRA DEL FUEGO UGP                        ,RECX2  ,5981,21223,4/17/2020,FACB2  ,6018,9/13/2019,21223,11/29/2019
2244,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE MAESTRANZA            ,RECX2  ,6665,5513146.47,7/31/2020,FACB2  ,7440,2/28/2020,20182,3/19/2020
4082,Seguridad Social y Privados,OS NACIONAL,DIRECCION DE O. S. DEL SERVICIO PENITENCIARIO FED.,RECX2  ,7589,13246,10/29/2020,FACB2  ,6324,10/27/2019,13246,11/29/2019
30,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PATRONES DE CABOTAJE DE RIOS Y PUER,RECX2  ,5355,10218,1/10/2020,FACA2  ,2179,10/27/2019,10218,11/28/2019
453,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",RECX2  ,5526,11277,1/29/2020,FACB2  ,6464,11/13/2019,1394059.14,11/28/2019
525,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE VIAJANTES VENDEDORES DE LA REPUBLIC,RECX2  ,5580,875661.25,2/5/2020,FACA2  ,2202,11/19/2019,898098.15,11/28/2019
937,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE EMPLEADOS DE LA MARINA MERCANTE    ,RECX2  ,5870,455108,3/19/2020,FACB2  ,6475,11/15/2019,458822,11/28/2019
964,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE TELEVISION            ,RECX2  ,5903,327906,3/19/2020,FACB2  ,6493,11/19/2019,327906,11/28/2019
1128,Seguridad Social y Privados,MUTUAL,SUPERINTENDENCIA DE BIENESTAR DE LA POLICIA       ,RECX2  ,6006,114772,4/22/2020,FACB2  ,6456,11/12/2019,114772,11/28/2019
1141,Seguridad Social y Privados,OS NACIONAL,"OS PERS ESTAC DE SERV, GARAGES, PLAYAS ESTAC Y LAV",RECX2  ,6028,635051.77,4/29/2020,FACB2  ,6488,11/19/2019,572609.24,11/28/2019
1147,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA  ,RECX2  ,6034,4126090.88,4/30/2020,FACB2  ,6352,10/29/2019,2924954.07,11/28/2019
3121,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA TEXTIL   ,RECX2  ,7104,937399.88,9/17/2020,FACB2  ,6485,11/15/2019,404710,11/28/2019
111,Seguridad Social y Privados,NINGUNO,O.S. PROGRAMAS MEDICOS S.A.C.M.                   ,RECX2  ,5396,32194,1/15/2020,FACB2  ,6468,11/14/2019,157736,11/27/2019
187,Seguridad Social y Privados,OS NACIONAL,"OBRA SOCIAL DEL PERSONAL DE BARRACAS DE LANAS, CUE",RECX2  ,5436,122265.47,1/22/2020,FACB2  ,6492,11/19/2019,227220.47,11/27/2019
212,Seguridad Social y Privados,OS NACIONAL,O.S. PARA EL PERS. DE LA IND. ACEITERA DESMOTADORA,RECX2  ,5477,35864,1/23/2020,FACB2  ,6451,11/12/2019,35864,11/27/2019
569,Seguridad Social y Privados,OS NACIONAL,OBRA SOCIAL DE PETROLEROS                         ,RECX2  ,5643,194744.8,2/11/2020,FAECA  ,59,11/25/2019,198284.8,11/27/2019
642,Seguridad Social y Privados,COMPANIA DE SEGUROS,GALENO ART S.A.                                   ,RECX2  ,5677,24146,2/19/2020,FACB2  ,6517,11/21/2019,24146,11/27/2019
660,Seguridad Social y Privados,MEDICINA PREPAGA,APRES  S.A.                                       ,RECX2  ,5687,48834,2/19/2020,FACA2  ,2199,11/14/2019,48834,11/27/2019
823,Seguridad Social y Privados,OS PROVINCIAL,INSTITUTO AUTARQUICO PROV. OS. SOC. DE SANTA FE   ,RECX2  ,5800,20347.18,3/9/2020,FACB2  ,6000,9/12/2019,20470,11/27/2019
826,Seguridad Social y Privados,MUTUAL,AMP-ASOCIACION MUTUAL POLICIA CASA DE FORMOSA     ,RECX2  ,5798,8880,3/9/2020,FACB2  ,6033,9/16/2019,15426,11/27/2019
2587,Seguridad Social y Privados,NINGUNO,ASOC. CAMPESINOS TABACALEROS INDEP. MISIONES      ,RECX2  ,6816,3.00E+05,8/19/2020,FACB2  ,5894,8/26/2019,402346.52,11/27/2019
